-0.00680704,0.452
-0.0116966,0.449
-0.0250231,0.446
-0.0362403,0.443
-0.0476493,0.442
-0.0610716,0.439
-0.0768908,0.437
-0.0859029,0.435
-0.0948192,0.434
-0.108529,0.433
-0.117445,0.432
-0.126745,0.432
-0.137962,0.433
-0.151289,0.434
-0.162794,0.436
-0.173915,0.439
-0.187529,0.441
-0.196541,0.445
-0.209964,0.447
-0.214853,0.45
-0.230385,0.452
-0.239684,0.454
-0.250806,0.455
-0.260106,0.457
-0.27324,0.461
-0.280047,0.465
-0.293086,0.476
-0.299893,0.485
-0.313028,0.465
-0.348501,0.476
-0.357513,0.47
-0.370552,0.465
-0.381769,0.464
-0.397301,0.463
-0.406026,0.462
-0.419352,0.461
-0.425967,0.461
-0.439294,0.462
-0.450511,0.463
-0.45703,0.465
-0.472562,0.468
-0.483492,0.475
-0.490299,0.48
-0.499311,0.487
-0.514555,0.497
-0.55741,3.421
-0.568532,3.395
-0.579461,3.386
-0.590678,3.38
-0.6018,3.369
-0.613017,3.371
-0.624138,3.368
-0.635356,3.358
-0.646573,3.367
-0.657694,3.357
-0.668911,3.351
-0.800642,0.238
-0.813969,0.238
-0.820009,0.24
-0.838225,0.238
-0.841005,0.24
-0.850017,0.242
-0.864686,0.239
-0.876478,0.243
-0.896899,0.248
-0.898529,0.244
-0.901022,0.247
-0.912431,0.25
-0.930168,0.252
-0.945987,0.256
-0.950589,0.259
-0.968325,0.26
-0.972927,0.263
-0.999388,0.266
-1.01061,0.267
-1.01741,0.27
-1.02451,0.274
-1.02642,0.272
-1.03601,0.277
-1.04963,0.278
-1.05011,0.281
-1.07906,0.283
-1.07935,0.285
-1.09354,0.288
-1.09737,0.286
-1.11367,0.29
-1.13169,0.292
-1.13198,0.294
-1.15001,0.295
-1.15049,0.297
-1.16199,0.299
-1.18212,0.301
-1.19363,0.303
-1.19603,0.305
-1.21405,0.307
-1.22114,0.309
-1.22824,0.311
-1.23533,0.312
-1.25518,0.314
-1.26017,0.315
-1.27598,0.316
-1.28087,0.319
-1.29017,0.319
-1.3035,0.321
-1.31491,0.323
-1.33073,0.323
-1.33571,0.325
-1.35585,0.326
-1.36515,0.328
-1.37579,0.329
-1.37982,0.331
-1.38835,0.333
-1.4033,0.335
-1.40954,0.336
-1.42699,0.338
-1.43552,0.34
-1.43955,0.343
-1.4546,0.348
-1.50666,2.805
-1.5173,2.784
-1.52823,2.805
-1.53887,2.729
-1.54951,2.706
-1.56015,2.704
-1.5708,2.809
-1.58163,2.851
-1.59227,2.682
-1.60291,2.603
-1.61356,2.558
-1.6242,2.493
-1.63513,2.419
-1.64606,2.387
-1.66782,2.448
-1.68968,2.876
-1.70051,2.878
-1.72266,2.573
-1.73359,2.53
-1.74442,2.524
-1.75535,2.553
-1.76628,2.621
-1.7775,2.879
-1.78622,2.908
-1.79926,2.898
-1.80799,2.888
-1.82112,2.88
-1.83196,2.842
-1.84289,2.828
-1.8541,2.827
-1.86503,2.814
-1.87587,2.791
-1.8868,2.774
-1.89773,2.76
-1.90866,2.745
-1.91978,2.743
-1.93071,2.73
-1.94164,2.711
-1.95257,2.682
-1.9635,2.683
-1.97433,2.67
-1.98555,2.663
-1.99648,2.656
-2.00731,2.654
-2.01824,2.643
-2.02917,2.629
-2.0401,2.636
-2.05103,2.612
