0,400
0.00872665,400.015
0.0174533,400.061
0.0261799,400.137
0.0349066,400.244
0.0436332,400.381
0.0523599,400.548
0.0610865,400.746
0.0698132,400.978
0.0785398,401.238
0.0872665,401.529
0.0959931,401.848
0.10472,402.202
0.113446,402.588
0.122173,403.006
0.1309,403.451
0.139626,403.932
0.148353,404.442
0.15708,404.984
0.165806,405.559
0.174533,406.167
0.18326,406.809
0.191986,407.486
0.200713,408.198
0.20944,408.936
0.218166,409.708
0.226893,410.526
0.235619,411.361
0.244346,412.243
0.253073,413.163
0.261799,414.109
0.270526,415.094
0.279253,416.114
0.287979,417.178
0.296706,418.28
0.305433,419.412
0.314159,420.581
0.322886,421.797
0.331613,423.054
0.340339,424.341
0.349066,425.668
0.357792,427.041
0.366519,428.462
0.375246,429.915
0.383972,431.412
0.392699,432.958
0.401426,434.539
0.410152,436.165
0.418879,437.852
0.427606,439.577
0.436332,441.348
0.445059,443.168
0.453786,445.046
0.462512,446.964
0.471239,448.933
0.479966,450.944
0.488692,453.039
0.497419,455.168
0.506145,457.342
0.514872,459.571
0.523599,461.884
0.532325,464.232
0.541052,466.639
0.549779,469.137
0.558505,471.674
0.567232,474.274
0.575959,476.93
0.584685,479.67
0.593412,482.496
0.602139,485.366
0.610865,488.307
0.619592,491.333
0.628319,494.435
0.637045,497.585
0.645772,500.858
0.654498,504.19
0.663225,507.622
0.671952,511.109
0.680678,514.709
0.689405,518.401
0.698132,522.18
0.706858,526.02
0.715585,530.022
0.724312,264.116
0.733038,261.531
0.741765,259.035
0.750492,256.607
0.759218,254.225
0.767945,251.907
0.776672,249.686
0.785398,247.487
0.794125,245.346
0.802851,243.292
0.811578,241.258
0.820305,239.276
0.829031,237.358
0.837758,235.487
0.846485,233.65
0.855211,231.885
0.863938,230.134
0.872665,228.454
0.881391,226.8
0.890118,225.185
0.898845,223.61
0.907571,222.085
0.916298,220.583
0.925025,219.125
0.933751,217.693
0.942478,216.315
0.951204,214.958
0.959931,213.634
0.968658,212.348
0.977384,211.092
0.986111,209.855
0.994838,208.657
1.00356,207.495
1.01229,206.357
1.02102,205.248
1.02974,204.155
1.03847,203.101
1.0472,202.074
1.05592,201.062
1.06465,200.087
1.07338,199.136
1.0821,198.205
1.09083,197.288
1.09956,196.408
1.10828,195.547
1.11701,194.708
1.12574,193.886
1.13446,193.09
1.14319,192.315
1.15192,191.56
1.16064,190.822
1.16937,190.111
1.1781,189.419
1.18682,188.743
1.19555,188.088
1.20428,187.452
1.213,186.83
1.22173,186.23
1.23046,185.649
1.23918,185.086
1.24791,184.536
1.25664,184.004
1.26536,183.493
1.27409,182.998
1.28282,182.516
1.29154,182.05
1.30027,181.603
1.309,181.173
1.31772,180.759
1.32645,180.356
1.33518,179.97
1.3439,179.605
1.35263,179.247
1.36136,178.91
1.37008,178.586
1.37881,178.275
1.38754,177.979
1.39626,177.698
1.40499,177.432
1.41372,177.18
1.42244,176.943
1.43117,176.72
1.4399,176.51
1.44862,176.315
1.45735,176.132
1.46608,175.963
1.4748,175.809
1.48353,175.669
1.49226,175.542
1.50098,175.428
1.50971,175.327
1.51844,175.24
1.52716,175.167
1.53589,175.107
1.54462,175.06
1.55334,175.027
1.56207,175.007
1.5708,175
1.57952,175.007
1.58825,175.027
1.59698,175.06
1.6057,175.107
1.61443,175.167
1.62316,175.24
1.63188,175.327
1.64061,175.428
1.64934,175.542
1.65806,175.669
1.66679,175.809
1.67552,175.963
1.68424,176.132
1.69297,176.315
1.7017,176.51
1.71042,176.72
1.71915,176.943
1.72788,177.18
1.7366,177.432
1.74533,177.698
1.75406,177.979
1.76278,178.275
1.77151,178.586
1.78024,178.91
1.78896,179.247
1.79769,179.605
1.80642,179.97
1.81514,180.356
1.82387,180.759
1.8326,181.173
1.84132,181.603
1.85005,182.05
1.85878,182.516
1.8675,182.998
1.87623,183.493
1.88496,184.004
1.89368,184.536
1.90241,185.086
1.91114,185.649
1.91986,186.23
1.92859,186.83
1.93732,187.452
1.94604,188.088
1.95477,188.743
1.9635,189.419
1.97222,190.111
1.98095,190.822
1.98968,191.56
1.9984,192.315
2.00713,193.09
2.01586,193.886
2.02458,194.708
2.03331,195.547
2.04204,196.408
2.05076,197.288
2.05949,198.205
2.06822,199.136
2.07694,200.087
2.08567,201.062
2.0944,433.016
2.10312,435.217
2.11185,437.475
2.12057,439.816
2.1293,442.194
2.13803,444.632
2.14675,447.122
2.15548,449.69
2.16421,452.34
2.17294,455.03
2.18166,457.788
2.19039,460.625
2.19911,463.533
2.20784,466.486
2.21657,469.554
2.22529,472.678
2.23402,475.896
2.24275,479.165
2.25147,482.54
2.2602,486.001
2.26893,489.543
2.27765,493.144
2.28638,496.896
2.29511,500.678
2.30383,504.616
2.31256,508.624
2.32129,512.733
2.33001,516.982
2.33874,521.34
2.34747,525.741
2.35619,530.33
2.36492,535.042
2.37365,539.801
2.38237,544.769
2.3911,546.916
2.39983,542.533
